r_m,r_R,chord_m,beta_deg,beta_rad
10.25,0.205,3.346702510618759,12.189781708385658,0.21275182591070899
10.259943287932094,0.20519886575864188,3.346702510618759,12.177824077776044,0.212543125885834
10.289763139680282,0.20579526279360563,3.346702510618759,12.16046064296908,0.21224007677899706
10.33942952918158,0.20678859058363158,3.346702510618759,12.126423357284844,0.21164601407536524
10.408892446591793,0.20817784893183586,3.346702510618759,12.070071108213048,0.21066248178815847
10.498081948641213,0.20996163897282424,3.346702510618759,11.986827126755964,0.20920960022926324
10.606908229061542,0.21213816458123083,3.346702510618759,11.873903220195091,0.2072387062555616
10.73526170901321,0.21470523418026422,3.346702510618759,11.730313654298739,0.20473259555916087
10.883013147421964,0.2176602629484393,3.346702510618759,11.556612538462375,0.20170093917342827
11.050013771113678,0.22100027542227355,3.346702510618759,11.353722958418318,0.1981598479836709
11.236095424616327,0.22472190849232654,3.346702510618759,11.122740768307187,0.19412844825276418
11.44107073947831,0.2288214147895662,3.346702510618759,10.865807110135783,0.18964410995847955
11.664733322932566,0.23329466645865132,3.346702510618759,10.585551056271784,0.18475271906990617
11.906857965716625,0.23813715931433252,3.346702510618759,10.28461781735538,0.1795004432221242
12.167200868839231,0.24334401737678463,3.346702510618759,9.965378548151708,0.1739286668728596
12.44549988906526,0.2489099977813052,3.346702510618759,9.630393818774822,0.16808208040133074
12.741474802871748,0.25482949605743493,3.346702510618759,9.282321216919085,0.1620070674629648
13.054827588609204,0.26109655177218405,3.346702510618759,8.923726790722279,0.15574841404653075
13.38524272658417,0.2677048545316834,3.346702510618759,8.55705745145182,0.14934882681014908
13.732387516760802,0.27464775033521605,3.346702510618759,8.184780991201658,0.14285137685111396
14.095912413761592,0.2819182482752318,3.3388186555916115,7.80936126569583,0.13629906656410393
14.475451378829947,0.2895090275765989,3.321462326453307,7.43286083186705,0.12972789435860468
14.870622248400185,0.2974124449680037,3.295793194001691,7.056900877822538,0.12316615530488137
15.281027118903845,0.3056205423780769,3.262913436908058,6.682897763213125,0.11663856954223342
15.706252747424863,0.31412505494849724,3.2238758525123963,6.312125112039834,0.11016736600291108
16.145870967800157,0.32291741935600315,3.1796702951229867,5.94571343056388,0.10377227574338696
16.59943912174664,0.33198878243493285,3.131214324004264,5.584652510444892,0.09747057388703037
17.06650050458062,0.3413300100916124,3.079347450317296,5.2297959979427695,0.09127715937172393
17.54658482508068,0.3509316965016136,3.024828829910407,4.881868586100934,0.08520468047714158
18.039208679031084,0.3607841735806217,2.9683369944022804,4.541473463526754,0.07926366483049246
18.543876035968836,0.37087752071937674,2.91047195404621,4.209101558782216,0.0734626807515753
19.06007873864432,0.3812015747728864,2.851758972421113,3.8851417000625044,0.06780851457262069
19.587297014692577,0.39174594029385157,2.7926528196934153,3.5698896912023153,0.06230632904448405
20.125,0.4025,2.7335430034148493,3.2635579628992573,0.05695983178227099
20.672646273239515,0.4134529254647903,2.6747594242719748,2.9662850298133048,0.051771440322860324
21.229684401035964,0.4245936880207193,2.616578221163194,2.678144615801224,0.04674244139028991
21.795553493212743,0.4359110698642549,2.559227460566793,2.399154003877086,0.041873136630059954
22.369683767560712,0.4473936753512142,2.502892664591858,2.12928184354809,0.037162978872848945
22.95149712356053,0.4590299424712106,2.447722103342367,1.8684554394986916,0.032610699346049876
23.54040772448092,0.47080815448961844,2.393831627763727,1.6165671772126922,0.028214419822032127
24.135822587266567,0.48271645174533134,2.3413090172251136,1.373480131112012,0.023971750498628014
24.73714217962181,0.4947428435924362,2.290218146584402,1.139033575298106,0.0198798861797147
25.343761023688813,0.5068752204737763,2.2406026419873455,0.9130477223327543,0.015935688982541524
25.955068305712487,0.5191013661142497,2.1924889944555206,0.6953276434792921,0.012135756758846927
26.570448491078125,0.5314089698215625,2.145889352626646,0.4856668472395114,0.008476485552109808
27.18928194410262,0.5437856388820524,2.1008039384543062,0.2838503849827552,0.004954123801002547
27.810945551955033,0.5562189110391007,2.05722311325633,0.08965752461845361,0.0015648190037798881
28.43481335207843,0.5686962670415686,2.015129114815696,-0.09713598566578098,-0.0016953427720378944
29.060257162481093,0.5812051432496219,1.97449754399888,-0.2767559204450136,-0.004830302036152978
29.686647214262543,0.5937329442852508,1.935298578887977,-0.4494279186569104,-0.007843996930948338
30.313352785737457,0.6062670557147491,1.8974979830816487,-0.6153760449892812,-0.01074033812296371
30.93974283751891,0.6187948567503782,1.8610578600647134,-0.7748216951344243,-0.013523189695979432
31.565186647921575,0.6313037329584315,1.8259372163746181,-0.9279827300096238,-0.016196354040313526
32.18905444804497,0.6437810889608994,1.7920924524459831,-1.0750726021766968,-0.018763556605966514
32.81071805589738,0.6562143611179476,1.759477675662637,-1.2162997132977333,-0.021228434688108505
33.429551508921875,0.6685910301784375,1.7280448668957589,-1.3518669476309875,-0.02359452928504649
34.04493169428751,0.6808986338857502,1.6977439370996708,-1.4819713137979644,-0.02586527884588055
34.65623897631119,0.6931247795262238,1.6685226842747416,-1.6068036819958909,-0.028044014683996227
35.262857820378194,0.7052571564075639,1.6403266698556356,-1.7265485848108393,-0.030133957500597705
35.864177412733426,0.7172835482546686,1.6130990127665301,-1.8413840943891944,-0.032138215240945484
36.45959227551908,0.7291918455103815,1.5867801104276205,-1.9514817661571007,-0.03405978211207546
37.04850287643947,0.7409700575287894,1.561307302740762,-2.057006626454237,-0.03590153836696752
37.63031623243929,0.7526063246487859,1.5366144875804286,-2.1581171994452126,-0.0376662507742381
38.20444650678726,0.7640889301357451,1.512631692918615,-2.2549655783510865,-0.039356573861364624
38.77031559896404,0.7754063119792808,1.48928463064393,-2.347697506218042,-0.04097505132436488
39.32735372676048,0.7865470745352096,1.4664942402858714,-2.436452470147516,-0.042524117672423006
39.875,0.7975,1.4441762280165538,-2.5213638220158594,-0.04400610033484503
40.41270298530742,0.8082540597061484,1.4222405899705401,-2.602558977228441,-0.04542322312997242
40.93992126135568,0.8187984252271135,1.4005912056280243,-2.6801595393428257,-0.04677760844026681
41.456123964031164,0.8291224792806233,1.3791254928634737,-2.7542814032419485,-0.04807127901302162
41.96079132096892,0.8392158264193784,1.3577340959834672,-2.8250349391076375,-0.04930616117130579
42.45341517491932,0.8490683034983865,1.3363006793513807,-2.8925251480583922,-0.05048408753035541
